Energy(kcal)_per 100 g,Protein(g) per 100 g,Carbohydrate(g) per 100 g,total sugar(g) per 100 g,Added  Sugar(g) per 100 g,fibre(g) per 100 g,total fat (g) per 100 gms,saturated fat (g) per 100 g,trans fat (g) _per 100 g,Sodium(mg) per 100 g,iron (mg) per 100 gm,Cholesterol per 100 mg,Health_Label_for_normal_person,Health_Label_High_Cholesterol,Health_Label_High_fat,Health_Label_High_sugar
65.0,1.23,13.86,0.09,0.0,0.7,0.39,0.06,0.0,2.0,0.57,0.0,0,0.0,1,1.0
65.0,1.23,13.86,0.09,0.0,0.7,0.39,0.06,0.0,223.0,0.57,0.0,0,0.0,1,1.0
52.0,0.9,11.5,0.04,0.0,0.1,0.1,0.02,0.0,173.0,3.96,0.0,0,0.0,1,1.0
50.0,1.46,10.66,0.03,0.0,0.5,0.21,0.033,0.0,129.0,3.99,0.0,0,0.0,1,1.0
53.0,1.82,10.92,0.76,0.0,0.8,0.34,0.066,0.0,126.0,5.33,0.0,0,0.0,1,1.0
363.0,10.6,79.55,16.63,0.0,2.8,0.82,0.31,0.0,10.0,42.88,0.0,0,0.0,1,1.0
71.0,2.54,12.0,0.27,0.0,1.7,1.52,0.31,0.0,71.0,0.9,0.0,0,0.0,1,1.0
59.0,2.03,11.74,0.25,0.0,2.0,0.45,0.091,0.0,238.0,0.56,0.0,0,0.0,1,1.0
62.0,2.0,13.7,0.08,0.0,1.6,0.4,0.06,0.0,233.0,0.62,0.0,0,0.0,1,1.0
389.0,8.7,80.9,28.3,0.0,7.0,5.7,1.39,0.0,257.0,3.7,0.0,0,0.0,1,1.0
352.0,7.8,83.8,22.3,0.0,9.6,1.9,0.3,0.0,19.0,3.46,0.0,0,0.0,1,1.0
395.0,6.5,81.6,29.2,0.0,4.7,5.3,0.6,0.0,341.0,3.3,0.0,0,0.0,1,1.0
334.0,12.64,72.62,2.46,0.0,11.9,2.73,0.45,0.0,7.0,2.88,0.0,0,0.0,1,1.0
390.0,9.89,78.09,22.89,0.0,8.2,6.69,1.1,0.0,212.0,15.0,0.0,0,0.0,1,1.0
389.0,3.41,86.75,48.11,0.0,3.3,4.61,2.57,0.0,350.0,30.0,0.0,0,0.0,1,1.0
374.0,9.14,79.02,25.18,0.0,6.3,4.1,0.77,0.0,463.0,23.22,0.0,0,0.0,1,1.0
379.0,11.38,77.77,16.69,0.0,8.3,4.83,0.873,0.0,347.0,29.3,0.0,0,0.0,1,1.0
379.0,11.23,78.09,16.67,0.0,8.7,4.88,0.88,0.0,344.0,29.5,0.0,0,0.0,1,1.0
372.0,12.38,74.9,16.34,0.0,10.2,5.11,0.91,0.0,365.0,29.9,0.0,0,0.0,1,1.0
412.0,9.66,74.67,24.63,0.0,9.4,10.38,1.12,0.0,54.0,2.69,2.0,0,1.0,1,1.0
388.0,8.42,80.57,25.65,0.0,9.6,5.52,0.97,0.0,234.0,2.58,1.0,0,1.0,1,1.0
369.0,8.12,74.83,0.88,0.0,4.7,5.64,2.58,0.0,1197.0,30.0,0.0,0,0.0,1,1.0
379.0,8.3,75.42,31.27,0.0,6.0,6.37,1.308,0.0,499.0,11.3,0.0,0,0.0,1,1.0
371.0,8.82,72.41,30.85,0.0,6.9,6.98,1.07,0.0,516.0,10.7,0.0,0,0.0,1,1.0
364.0,17.03,62.94,1.43,0.0,14.3,7.97,1.43,0.0,5.0,8.07,0.0,0,0.0,1,1.0
378.0,8.8,80.5,27.0,0.0,7.6,4.5,1.0,0.0,639.0,16.7,0.0,0,0.0,1,1.0
374.0,7.7,85.2,24.8,0.0,6.3,2.0,0.5,0.0,515.0,7.9,0.0,0,0.0,1,1.0
207.0,6.59,84.3,1.0,0.0,46.2,2.29,0.4,0.0,356.0,15.0,0.0,0,0.0,1,1.0
372.0,8.5,80.8,27.29,0.0,7.5,3.79,0.8,0.0,195.0,14.5,0.0,0,0.0,1,1.0
312.0,5.6,76.8,32.3,0.0,9.1,1.6,0.4,0.0,339.0,34.0,0.0,0,0.0,1,1.0
378.0,6.59,87.19,12.8,0.0,1.0,0.8,0.2,0.0,660.0,28.0,0.0,0,0.0,1,1.0
368.0,8.19,80.0,28.5,0.0,12.2,5.3,1.0,0.0,440.0,9.19,0.0,0,0.0,1,1.0
358.0,6.69,79.09,22.5,0.0,9.1,4.0,1.29,0.0,506.0,8.19,0.0,0,0.0,1,1.0
386.0,8.3,79.9,34.2,0.0,7.3,6.09,1.1,0.0,390.0,15.0,0.0,0,0.0,1,1.0
376.0,9.0,79.8,32.0,0.0,7.5,4.69,1.1,0.0,553.0,16.7,0.0,0,0.0,1,1.0
386.0,5.5,85.4,27.29,0.0,4.2,4.3,0.5,0.0,458.0,13.6,0.0,0,0.0,1,1.0
383.0,5.4,84.5,33.09,0.0,5.0,4.69,0.6,0.0,488.0,16.7,0.0,0,0.0,1,1.0
383.0,5.6,83.7,37.2,0.0,5.7,5.2,1.0,0.0,564.0,16.7,0.0,0,0.0,1,1.0
386.0,5.5,85.4,27.29,0.0,4.2,4.3,0.5,0.0,458.0,13.6,0.0,0,0.0,1,1.0
376.0,6.19,83.9,21.0,0.0,5.8,4.19,0.6,0.0,517.0,23.7,0.0,0,0.0,1,1.0
381.0,7.9,79.4,31.89,0.0,5.0,4.69,0.89,0.0,497.0,2.0,0.0,0,0.0,1,1.0
381.0,9.0,80.1,27.9,0.0,7.4,5.2,1.2,0.0,249.0,3.3,0.0,0,0.0,1,1.0
355.0,8.6,74.9,25.1,0.0,7.7,5.4,0.6,0.0,239.0,8.19,0.0,0,0.0,1,1.0
395.0,4.3,85.59,29.6,0.0,0.4,4.19,0.89,0.0,567.0,6.0,1.0,0,1.0,1,1.0
353.0,14.44,78.15,20.0,0.0,14.1,1.41,0.261,0.0,200.0,2.54,0.0,0,0.0,1,1.0
390.0,6.6,83.0,34.7,0.0,4.4,5.0,0.9,0.0,596.0,9.0,0.0,0,0.0,1,1.0
385.0,6.8,87.0,33.0,0.0,3.4,1.9,0.3,0.0,700.0,6.2,0.0,0,0.0,1,1.0
348.0,8.8,79.6,0.3,0.0,4.8,1.2,0.16,0.0,1.0,4.42,0.0,0,0.0,1,1.0
361.0,8.8,79.2,0.64,0.0,1.6,1.6,0.15,0.0,1.0,4.42,0.0,0,0.0,1,1.0
371.0,7.5,86.8,27.79,0.0,5.4,1.5,0.3,0.0,398.0,36.0,0.0,0,0.0,1,1.0
350.0,9.19,83.4,20.29,0.0,10.8,1.6,0.4,0.0,2.0,30.0,0.0,0,0.0,1,1.0
396.0,4.19,86.55,41.66,0.0,1.8,4.17,1.214,0.0,633.0,30.0,0.0,0,0.0,1,1.0
346.0,6.07,86.4,7.82,0.0,0.4,1.12,0.0,0.0,924.0,27.27,0.0,0,0.0,1,1.0
391.0,4.69,85.94,45.31,0.0,2.2,3.2,0.687,0.0,453.0,28.12,0.0,0,0.0,1,1.0
407.0,7.62,79.68,29.29,0.0,2.5,7.33,1.45,0.0,774.0,1.97,0.0,0,0.0,1,1.0
372.0,11.45,75.41,15.57,0.0,8.6,5.04,0.89,0.0,653.0,4.07,0.0,0,0.0,1,1.0
382.0,10.6,79.79,25.37,0.0,8.1,4.56,0.82,0.0,275.0,3.24,0.0,0,0.0,1,1.0
379.0,4.55,88.89,44.33,0.0,2.6,1.45,0.28,0.0,758.0,1.87,0.0,0,0.0,1,1.0
382.0,4.21,89.91,43.12,0.0,2.7,1.61,0.31,0.0,452.0,2.06,0.0,0,0.0,1,1.0
348.0,11.24,81.01,0.81,0.0,11.8,2.01,0.405,0.0,4.0,3.33,0.0,0,0.0,1,1.0
366.0,31.43,49.38,7.14,0.0,11.9,9.56,1.66,0.0,6.0,8.34,0.0,0,0.0,1,1.0
381.0,4.76,80.95,9.52,0.0,4.8,2.38,0.0,0.0,238.0,5.14,0.0,0,0.0,1,1.0
376.0,4.59,89.3,49.9,0.0,7.4,2.79,1.5,0.0,393.0,15.5,0.0,0,0.0,1,1.0
354.0,6.59,84.9,35.2,0.0,8.0,1.79,0.4,0.0,358.0,8.5,0.0,0,0.0,1,1.0
358.0,6.3,87.09,29.7,0.0,8.5,1.29,0.3,0.0,619.0,26.1,0.0,0,0.0,1,1.0
342.0,11.6,81.0,0.4,0.0,13.8,2.0,0.5,0.0,2.0,29.5,0.0,0,0.0,1,1.0
367.0,16.7,71.4,24.0,0.0,14.5,5.9,0.8,0.0,186.0,2.79,0.0,0,0.0,1,1.0
364.0,11.39,78.69,15.5,0.0,13.7,5.0,1.0,0.0,267.0,2.4,0.0,0,0.0,1,1.0
336.0,13.0,78.6,0.93,0.0,8.0,2.3,0.463,0.0,9.0,3.0,0.0,0,0.0,1,1.0
349.0,10.0,79.0,21.8,0.0,6.0,1.8,0.359,0.0,8.0,2.5,0.0,0,0.0,1,1.0
299.0,9.4,79.3,18.8,0.0,21.7,3.2,0.5,0.0,204.0,4.1,0.0,0,0.0,1,1.0
311.0,24.89,67.19,16.5,0.0,20.1,2.2,0.4,0.0,177.0,6.09,0.0,0,0.0,1,1.0
371.0,13.7,68.18,1.42,0.0,9.4,6.87,1.11,0.0,3.0,4.64,0.0,0,0.0,1,1.0
389.0,4.25,90.2,39.27,0.0,1.2,0.87,0.107,0.0,451.0,11.6,0.0,0,0.0,1,1.0
384.0,8.69,73.68,28.91,0.0,6.4,7.59,2.42,0.0,500.0,7.91,0.0,0,0.0,1,1.0
368.0,8.97,75.7,29.45,0.0,6.7,4.85,0.9,0.0,700.0,10.07,0.0,0,0.0,1,1.0
346.0,15.98,65.78,1.56,0.0,20.3,11.6,0.946,0.0,206.0,4.03,0.0,0,0.0,1,1.0
360.0,9.11,75.68,35.65,0.0,5.8,4.0,0.605,0.0,440.0,9.1,0.0,0,0.0,1,1.0
342.0,9.83,75.86,0.71,0.0,4.6,1.58,0.23,0.0,1805.0,42.03,0.0,0,0.0,1,1.0
360.0,8.8,74.18,2.02,0.0,4.3,4.67,1.08,0.0,1518.0,30.38,1.0,0,1.0,1,1.0
355.0,10.73,71.08,2.69,0.0,4.2,4.68,1.06,0.0,1930.0,38.2,1.0,0,1.0,1,1.0
371.0,13.7,68.18,1.42,0.0,9.4,6.87,0.96,0.0,3.0,49.45,0.0,0,0.0,1,1.0
333.0,11.8,74.8,2.0,0.0,9.9,2.0,0.419,0.0,8.0,3.3,0.0,0,0.0,1,1.0
368.0,6.9,83.3,28.6,0.0,9.5,3.9,3.0,0.0,631.0,27.89,0.0,0,0.0,1,1.0
351.0,8.7,84.7,22.7,0.0,10.3,1.5,0.4,0.0,6.0,29.5,0.0,0,0.0,1,1.0
338.0,12.0,79.0,12.4,0.0,11.2,1.4,0.3,0.0,4.0,3.1,0.0,0,0.0,1,1.0
358.0,9.4,83.5,20.5,0.0,5.0,0.7,0.1,0.0,337.0,1.8,0.0,0,0.0,1,1.0
357.0,5.59,87.3,23.89,0.0,10.1,0.4,0.1,0.0,528.0,15.0,0.0,0,0.0,1,1.0
379.0,3.45,89.66,37.93,0.0,3.4,1.72,0.585,0.0,759.0,31.03,0.0,0,0.0,1,1.0
370.0,5.77,89.72,51.34,0.0,2.6,0.89,0.161,0.0,204.0,7.92,0.0,0,0.0,1,1.0
398.0,4.46,74.68,32.7,0.0,4.4,9.97,1.5,0.0,838.0,33.81,0.0,0,0.0,1,1.0
342.0,7.63,80.37,33.04,0.0,10.2,1.87,0.424,0.0,466.0,15.25,0.0,0,0.0,1,1.0
365.0,10.48,77.2,0.7,0.0,2.9,0.49,0.07,0.0,3.0,40.93,0.0,0,0.0,1,1.0
368.0,8.82,80.52,28.0,0.0,1.8,0.47,0.09,0.0,5.0,31.29,0.0,0,0.0,1,1.0
388.0,8.6,79.84,30.17,0.0,6.3,4.51,0.55,0.0,683.0,3.02,0.0,0,0.0,1,1.0
390.0,4.51,87.3,44.61,0.0,2.3,2.71,0.73,0.0,454.0,27.27,0.0,0,0.0,1,1.0
397.0,4.15,87.93,43.15,0.0,1.1,3.43,2.58,0.0,534.0,6.21,0.0,0,0.0,1,1.0
354.0,9.09,81.81,20.0,0.0,10.9,1.94,0.228,0.0,18.0,29.45,0.0,0,0.0,1,1.0
404.0,3.9,90.1,42.6,0.0,1.0,3.15,0.64,0.0,630.0,7.62,1.0,1,1.0,1,1.0
310.0,10.21,79.77,17.17,0.0,16.9,3.36,0.433,0.0,586.0,67.67,0.0,0,0.0,1,1.0
367.0,5.83,85.79,9.51,0.0,2.6,1.05,0.193,0.0,767.0,38.37,0.0,0,0.0,1,1.0
357.0,5.9,88.01,7.84,0.0,2.7,0.91,0.227,0.0,571.0,19.4,0.0,0,0.0,1,1.0
379.0,5.94,86.78,13.79,0.0,1.5,0.95,0.263,0.0,517.0,27.93,0.0,0,0.0,1,1.0
413.0,6.47,72.05,45.97,0.0,0.4,10.98,9.114,0.0,319.0,5.99,6.0,0,1.0,1,1.0
48.0,1.67,10.09,0.13,0.0,0.3,0.09,0.01,0.0,0.0,5.19,0.0,0,0.0,1,1.0
47.0,1.37,9.22,2.17,0.0,0.4,0.1,0.03,0.0,1.0,5.59,0.0,0,0.0,1,1.0
381.0,5.59,84.4,36.79,0.0,5.3,4.4,0.6,0.0,539.0,16.1,0.0,0,0.0,1,1.0
367.0,7.1,85.3,32.1,0.0,8.1,2.9,1.4,0.0,452.0,25.3,0.0,0,0.0,1,1.0
337.0,11.0,81.4,11.3,0.0,11.8,1.5,0.3,0.0,291.0,2.9,0.0,0,0.0,1,1.0
376.0,10.39,80.3,22.7,0.0,7.4,3.79,0.8,0.0,244.0,3.2,0.0,0,0.0,1,1.0
336.0,11.0,79.0,16.5,0.0,10.7,1.4,0.2,0.0,4.0,2.8,0.0,0,0.0,1,1.0
352.0,8.7,84.6,22.7,0.0,10.2,1.6,0.4,0.0,3.0,29.5,0.0,0,0.0,1,1.0
366.0,7.8,83.0,29.2,0.0,9.6,4.0,0.4,0.0,559.0,27.0,0.0,0,0.0,1,1.0
384.0,8.9,76.6,25.5,0.0,11.1,5.9,0.8,0.0,214.0,3.8,0.0,0,0.0,1,1.0
373.0,9.33,78.56,23.12,0.0,6.3,4.14,0.77,0.0,488.0,29.73,0.0,0,0.0,1,1.0
397.0,4.44,85.92,44.31,0.0,2.6,4.83,3.081,0.0,724.0,19.78,0.0,0,0.0,1,1.0
400.0,6.67,81.75,30.0,0.0,6.7,5.23,1.667,0.0,567.0,15.0,0.0,0,0.0,1,1.0
413.0,8.5,77.4,22.5,0.0,7.4,8.7,1.0,0.0,239.0,3.5,0.0,0,0.0,1,1.0
379.0,16.79,66.9,22.2,0.0,15.0,9.9,1.0,0.0,268.0,2.8,0.0,0,0.0,1,1.0
367.0,18.39,68.0,17.7,0.0,12.0,5.3,0.8,0.0,273.0,3.7,0.0,0,0.0,1,1.0
360.0,22.29,61.09,14.8,0.0,18.5,5.3,0.89,0.0,274.0,2.7,1.0,0,1.0,1,1.0
356.0,11.8,81.0,5.0,0.0,11.7,2.8,0.6,0.0,448.0,24.0,0.0,0,0.0,1,1.0
353.0,11.1,73.8,25.0,0.0,12.5,5.0,1.0,0.0,206.0,2.4,0.0,0,0.0,1,1.0
356.0,11.39,73.59,23.79,0.0,12.7,5.09,1.1,0.0,220.0,1.79,0.0,0,0.0,1,1.0
467.0,11.23,66.1,18.17,0.0,8.4,18.33,2.8,0.0,74.0,4.04,0.0,0,0.0,1,1.0
386.0,5.09,78.19,21.39,0.0,11.2,9.89,1.0,0.0,565.0,12.89,0.0,0,0.0,1,1.0
366.0,5.6,82.8,21.2,0.0,10.2,5.7,1.0,0.0,564.0,30.0,0.0,0,0.0,1,1.0
381.0,5.8,84.19,32.2,0.0,5.9,4.59,0.69,0.0,501.0,16.7,0.0,0,0.0,1,1.0
381.0,6.5,81.2,29.9,0.0,10.6,7.3,6.3,0.0,582.0,26.1,0.0,0,0.0,1,1.0
383.0,5.4,85.5,25.0,0.0,4.3,4.0,0.6,0.0,497.0,19.29,0.0,0,0.0,1,1.0
410.0,5.69,83.3,41.59,0.0,3.9,7.3,1.1,0.0,385.0,15.69,0.0,0,0.0,1,1.0
368.0,18.0,66.69,21.7,0.0,15.8,8.19,1.1,0.0,245.0,3.59,0.0,0,0.0,1,1.0
365.0,11.6,78.5,15.69,0.0,13.2,4.9,0.89,0.0,251.0,3.09,0.0,0,0.0,1,1.0
350.0,10.7,80.8,16.9,0.0,10.7,1.9,0.4,0.0,12.0,2.8,0.0,0,0.0,1,1.0
375.0,5.5,84.69,33.09,0.0,6.1,4.0,0.69,0.0,533.0,16.1,0.0,0,0.0,1,1.0
380.0,5.8,83.5,34.09,0.0,6.2,5.09,1.0,0.0,556.0,16.7,0.0,0,0.0,1,1.0
344.0,5.8,82.69,20.79,0.0,19.1,5.8,1.2,0.0,470.0,28.79,0.0,0,0.0,1,1.0
323.0,7.69,83.9,17.79,0.0,19.0,2.59,0.4,0.0,394.0,31.2,0.0,0,0.0,1,1.0
317.0,6.3,83.4,25.6,0.0,17.9,2.29,0.4,0.0,337.0,8.19,0.0,0,0.0,1,1.0
375.0,7.5,81.2,24.0,0.0,10.3,6.0,0.7,0.0,650.0,27.0,0.0,0,0.0,1,1.0
363.0,6.9,86.3,26.7,0.0,8.6,1.5,0.4,0.0,481.0,27.0,0.0,0,0.0,1,1.0
322.0,7.5,83.09,23.39,0.0,18.9,3.0,0.4,0.0,419.0,3.2,0.0,0,0.0,1,1.0
332.0,7.8,82.0,20.29,0.0,17.9,4.09,0.6,0.0,446.0,3.0,0.0,0,0.0,1,1.0
362.0,7.8,85.0,26.4,0.0,8.6,1.8,0.4,0.0,494.0,27.9,0.0,0,0.0,1,1.0
385.0,6.7,83.3,33.5,0.0,2.4,3.9,0.6,0.0,442.0,14.5,0.0,0,0.0,1,1.0
352.0,8.6,84.8,22.7,0.0,10.2,1.6,0.4,0.0,5.0,29.5,0.0,0,0.0,1,1.0
418.0,9.21,74.73,27.43,0.0,9.9,11.06,1.13,0.0,47.0,2.47,2.0,0,1.0,1,1.0
373.0,9.17,78.86,24.9,0.0,6.3,4.06,0.765,0.0,477.0,28.69,0.0,0,0.0,1,1.0
395.0,4.6,87.1,44.18,0.0,2.6,3.99,2.291,0.0,637.0,21.57,0.0,0,0.0,1,1.0
354.0,8.5,81.4,22.29,0.0,10.9,3.4,1.5,0.0,371.0,28.89,0.0,0,0.0,1,1.0
380.0,11.3,78.04,16.82,0.0,8.3,4.83,0.874,0.0,347.0,29.0,0.0,0,0.0,1,1.0
394.0,7.9,81.8,20.7,0.0,7.8,5.1,0.6,0.0,267.0,28.9,0.0,0,0.0,1,1.0
380.0,6.5,82.69,25.79,0.0,6.7,5.19,0.8,0.0,528.0,15.0,0.0,0,0.0,1,1.0
378.0,8.5,80.7,27.9,0.0,7.0,4.6,1.0,0.0,489.0,16.7,0.0,0,0.0,1,1.0
358.0,11.26,69.45,11.91,0.0,8.8,6.11,1.16,0.0,760.0,12.0,0.0,0,0.0,1,1.0
367.0,16.0,67.0,1.0,0.0,9.8,6.3,1.11,0.0,4.0,4.2,0.0,0,0.0,1,1.0
376.0,10.16,71.57,17.66,0.0,8.3,7.46,2.091,0.0,559.0,12.13,0.0,0,0.0,1,1.0
358.0,10.29,72.17,17.78,0.0,9.7,5.64,1.026,0.0,535.0,12.77,0.0,0,0.0,1,1.0
364.0,6.4,83.0,18.2,0.0,8.3,3.9,0.535,0.0,582.0,38.2,0.0,0,0.0,1,1.0
364.0,7.7,82.8,22.2,0.0,7.1,3.4,0.6,0.0,472.0,2.6,0.0,0,0.0,1,1.0
371.0,7.8,83.3,22.1,0.0,6.1,3.4,0.6,0.0,415.0,2.6,0.0,0,0.0,1,1.0
362.0,22.1,62.59,18.6,0.0,16.8,8.19,1.29,0.0,246.0,4.59,0.0,0,0.0,1,1.0
248.0,4.8,85.19,10.8,0.0,38.5,2.59,0.4,0.0,425.0,15.0,0.0,0,0.0,1,1.0
397.0,7.0,76.1,35.7,0.0,9.9,11.1,2.5,0.0,320.0,14.5,1.0,0,1.0,1,1.0
371.0,7.8,82.4,3.7,0.0,2.7,2.3,0.5,0.0,614.0,30.0,0.0,0,0.0,1,1.0
399.0,7.0,82.0,21.9,0.0,5.2,5.4,0.7,0.0,483.0,15.5,0.0,0,0.0,1,1.0
350.0,11.91,75.27,12.25,0.0,16.6,5.46,0.62,0.0,458.0,5.89,0.0,0,0.0,1,1.0
333.0,7.41,84.0,18.52,0.0,18.5,3.7,0.0,0.0,704.0,1.33,0.0,0,0.0,1,1.0
397.0,7.1,75.9,36.3,0.0,10.6,11.2,2.6,0.0,320.0,15.0,1.0,0,1.0,1,1.0
387.0,5.1,85.1,38.1,0.0,1.4,3.5,2.6,0.0,515.0,15.0,0.0,0,0.0,1,1.0
378.0,4.3,89.6,51.1,0.0,7.4,2.8,1.5,0.0,381.0,16.1,0.0,0,0.0,1,1.0
397.0,5.9,83.0,33.9,0.0,9.0,7.8,1.29,0.0,451.0,16.1,0.0,0,0.0,1,1.0
399.0,6.7,83.3,24.0,0.0,5.4,4.9,0.6,0.0,410.0,26.1,0.0,0,0.0,1,1.0
318.0,10.7,76.2,14.6,0.0,10.5,1.3,0.2,0.0,5.0,3.0,0.0,0,0.0,1,1.0
400.0,7.1,82.8,20.4,0.0,5.8,5.0,0.6,0.0,464.0,28.0,0.0,0,0.0,1,1.0
375.0,6.3,83.2,28.1,0.0,9.4,6.09,0.7,0.0,375.0,25.29,0.0,0,0.0,1,1.0
348.0,7.9,79.5,22.1,0.0,18.2,6.8,0.69,0.0,378.0,8.19,0.0,0,0.0,1,1.0
253.0,3.29,84.0,17.29,0.0,35.2,2.9,0.89,0.0,400.0,15.0,0.0,0,0.0,1,1.0
387.0,9.1,79.5,29.1,0.0,7.5,5.4,0.89,0.0,385.0,14.5,0.0,0,0.0,1,1.0
378.0,6.5,82.0,20.89,0.0,7.3,5.69,1.0,0.0,509.0,33.29,0.0,0,0.0,1,1.0
392.0,3.5,88.18,55.45,0.0,2.5,3.67,1.6,0.0,368.0,24.0,0.0,0,0.0,1,1.0
350.0,8.81,79.4,18.44,0.0,10.3,1.92,0.4,0.0,2.0,29.45,0.0,0,0.0,1,1.0
396.0,6.78,84.94,21.62,0.0,5.0,4.17,0.5,0.0,515.0,27.0,0.0,0,0.0,1,1.0
379.0,7.8,77.26,20.26,0.0,6.1,4.88,0.62,0.0,453.0,41.38,0.0,0,0.0,1,1.0
387.0,8.59,79.62,29.97,0.0,6.3,4.51,0.63,0.0,695.0,30.0,0.0,0,0.0,1,1.0
342.0,8.8,82.1,17.8,0.0,10.6,1.8,0.5,0.0,17.0,29.5,0.0,0,0.0,1,1.0
368.0,9.25,76.67,30.28,0.0,7.2,4.73,0.778,0.0,505.0,10.36,0.0,0,0.0,1,1.0
407.0,5.69,81.59,31.0,0.0,11.0,8.5,1.0,0.0,380.0,2.7,0.0,0,0.0,1,1.0
390.0,6.8,82.0,32.5,0.0,6.0,6.19,0.89,0.0,447.0,28.89,0.0,0,0.0,1,1.0
387.0,9.39,83.0,13.19,0.0,7.5,1.89,0.0,0.0,359.0,2.7,0.0,0,0.0,1,1.0
371.0,8.3,83.09,24.79,0.0,8.5,3.29,0.6,0.0,572.0,2.4,0.0,0,0.0,1,1.0
376.0,7.63,80.1,21.53,0.0,9.1,5.61,0.839,0.0,554.0,32.11,0.0,0,0.0,1,1.0
361.0,16.37,64.25,1.25,0.0,13.0,6.2,1.157,0.0,642.0,10.13,1.0,0,1.0,1,1.0
361.0,16.5,64.42,1.29,0.0,12.6,6.16,1.188,0.0,619.0,8.78,1.0,0,1.0,1,1.0
366.0,8.79,75.67,14.7,0.0,22.3,4.8,0.926,0.0,473.0,9.41,0.0,0,0.0,1,1.0
386.0,9.81,69.47,18.71,0.0,7.7,9.8,1.648,0.0,337.0,3.08,1.0,0,1.0,1,1.0
390.0,8.18,70.53,29.36,0.0,7.0,10.36,1.301,0.0,356.0,2.77,0.0,0,0.0,1,1.0
353.0,11.31,72.58,20.43,0.0,8.5,4.4,1.041,0.0,354.0,3.13,1.0,0,1.0,1,1.0
387.0,10.1,68.61,24.85,0.0,7.4,9.84,1.114,0.0,201.0,2.8,0.0,0,0.0,1,1.0
394.0,12.02,66.73,26.34,0.0,7.1,11.02,1.387,0.0,181.0,2.99,1.0,0,1.0,1,1.0
361.0,16.5,64.21,1.27,0.0,13.0,6.28,1.207,0.0,618.0,8.84,1.0,0,1.0,1,1.0
351.0,9.19,83.4,20.2,0.0,10.8,1.7,0.3,0.0,2.0,28.89,0.0,0,0.0,1,1.0
347.0,7.4,81.19,31.29,0.0,9.2,2.9,0.4,0.0,373.0,7.8,0.0,0,0.0,1,1.0
342.0,8.69,79.9,23.39,0.0,5.0,0.8,0.1,0.0,279.0,2.09,0.0,0,0.0,1,1.0
401.0,7.3,76.4,31.7,0.0,9.4,10.89,2.4,0.0,342.0,14.5,0.0,0,0.0,1,1.0
349.0,7.3,82.69,31.29,0.0,9.6,2.5,0.3,0.0,355.0,8.5,0.0,0,0.0,1,1.0
364.0,7.59,86.59,20.7,0.0,9.6,1.29,0.3,0.0,606.0,29.0,0.0,0,0.0,1,1.0
370.0,14.1,61.9,23.79,0.0,9.2,10.39,1.29,0.0,295.0,10.39,0.0,0,0.0,1,1.0
361.0,15.0,63.29,22.39,0.0,9.3,8.39,1.1,0.0,284.0,10.39,0.0,0,0.0,1,1.0
371.0,15.39,62.09,22.0,0.0,9.3,9.89,1.2,0.0,266.0,10.39,0.0,0,0.0,1,1.0
330.0,21.5,70.09,17.79,0.0,17.3,2.59,0.4,0.0,166.0,5.3,0.0,0,0.0,1,1.0
376.0,8.6,84.0,18.5,0.0,9.8,4.09,0.6,0.0,344.0,28.1,0.0,0,0.0,1,1.0
375.0,7.59,81.5,27.5,0.0,10.3,5.09,1.39,0.0,545.0,25.7,0.0,0,0.0,1,1.0
343.0,9.1,82.1,17.2,0.0,10.8,1.6,0.4,0.0,3.0,29.5,0.0,0,0.0,1,1.0
373.0,8.18,80.91,20.29,0.0,10.0,1.83,0.0,0.0,14.0,3.26,0.0,0,0.0,1,1.0
369.0,6.09,86.5,19.1,0.0,9.3,2.5,0.8,0.0,376.0,18.39,0.0,0,0.0,1,1.0
344.0,6.9,84.19,30.29,0.0,9.2,1.5,0.3,0.0,361.0,7.59,0.0,0,0.0,1,1.0
23.0,0.4,4.8,4.5,0.0,0.3,0.3,0.068,0.0,3.0,0.5,0.0,0,0.0,1,1.0
52.0,0.26,13.81,10.39,0.0,2.4,0.17,0.028,0.0,1.0,0.12,0.0,0,0.0,1,1.0
48.0,0.27,12.76,10.1,0.0,1.3,0.13,0.021,0.0,0.0,0.07,0.0,0,0.0,1,1.0
53.0,0.26,13.64,11.01,0.0,2.4,0.36,0.058,0.0,1.0,0.19,0.0,0,0.0,1,1.0
56.0,0.28,14.41,11.61,0.0,2.8,0.42,0.068,0.0,1.0,0.17,0.0,0,0.0,1,1.0
67.0,0.18,16.7,15.0,0.0,1.7,0.49,0.08,0.0,3.0,0.23,0.0,0,0.0,1,1.0
67.0,0.18,16.84,14.84,0.0,2.0,0.43,0.07,0.0,3.0,0.24,0.0,0,0.0,1,1.0
346.0,1.32,93.53,81.13,0.0,12.4,0.58,0.095,0.0,124.0,2.0,0.0,0,0.0,1,1.0
243.0,0.93,65.89,57.19,0.0,8.7,0.32,0.052,0.0,87.0,1.4,0.0,0,0.0,1,1.0
57.0,0.22,15.32,13.32,0.0,2.0,0.07,0.012,0.0,20.0,0.33,0.0,0,0.0,1,1.0
48.0,0.28,12.31,10.1,0.0,1.3,0.32,0.053,0.0,3.0,0.18,0.0,0,0.0,1,1.0
46.0,0.1,11.3,9.62,0.0,0.2,0.13,0.022,0.0,4.0,0.12,0.0,0,0.0,1,1.0
